content,Gemini,Mistral
"công ty thế giới di động tuyển gấp nhân viên nhập liệu online, không cần kinh nghiệm. mức lương 1.200.000 vnđ/ngày. độ tuổi 18-70. liên hệ facebook: dangtuyen24h.online",1,0
vào đây để kết bạn cùng mọi người nhé: telegram @hcmcity_friend,1,0
hãy ghé thăm phòng chat thú vị tại website: xinhdep24h.online/mayman123,1,0
cty tqp tuyển nv bán thời gian. lương 800k-2tr/ngày. độ tuổi 22-65. làm việc tại nhà hoàn toàn. zalo: zalo.me/84912345678 | zalo: 84912345678,1,0
"sendo.vn tb: don hang #ghn334455 dang giu tai buu cuc co phat sinh phi qua tai 2,000,000 vnd. vui long thanh toan trc khi nhan hang.",1,0
chuyến tàu đêm về sài gòn – liên hệ: fb.com/saigon_ghost_party2024,1,0
tin nhắn mới: kết nối toàn cầu – kênh discord. mọi người cùng nhau khám phá những trải nghiệm thú vị tại tp. hcm. tham gia ngay: discord.gg/globe_traveler xy7n,1,0
shoppee đang tuyển cộng tác viên xử lý đơn hàng online tại nhà. thu nhập lên đến 900.000đ/ngày. độ tuổi từ 18-60. liên hệ ngay qua fanpage: m.me/shoppeecv,1,0
cùng khám phá những điều thú vị tại sài gòn vào đêm nay nhé! ghé thăm link này để trải nghiệm: bit.ly/sgn_vip_girl,1,0
: hà nội – zalo: 0902564789 sẵn sàng phục vụ 24/7 mọi nhu cầu.,1,0
"so bhxh tp.hcm: ma ho so cua qk la bh2025/0012345. tien ho tro 3,000,000 vnd da san sang giai ngan. lien he bhxh quan/huyen gan nhat de nhan.",1,0
"công ty tnhh globalplus tuyển dụng nhân viên cộng tác viên online, linh hoạt mọi lúc mọi nơi. mức thu nhập hấp dẫn từ 600.000 - 5 triệu/ngày. độ tuổi ứng tuyển 22 - 60. liên hệ ngay qua zalo: zalo.me/84712345678",1,0
"**tuyển gấp nhân viên xử lý đơn hàng trực tuyến!** **thu nhập hấp dẫn: 1.200.000đ/ngày** (nhận ngay sau 10 phút làm việc). **yêu cầu:** - độ tuổi 20-60, không yêu cầu kinh nghiệm. - làm việc tại nhà, linh hoạt thời gian. **liên hệ ngay:** - zalo: zalo.me/84987654321 - hotline: 0987 654 321",1,0
bạn vừa được chọn tham gia dự án tiền điện tử đầy tiềm năng! hãy đăng ký ngay tại link: t.me/bitcoin_vip2024,1,0
"gặp nhau offline: quán cà phê mini café, 123 đường nguyễn huệ, tp. hcm. liên hệ zalo: 0987654321",1,0
"""win789 chào mừng toàn quốc! thưởng 70% ngay khi đăng ký. hotline: 0987654321. truy cập ngay: win789.bet""",1,0
"cơ hội kiếm bạc tỷ ngay tại nhà! chỉ vài cú click, tiền vào tài khoản nhanh như chớp. đừng bỏ lỡ, tham gia ngay nhóm vip: t.me/sieu_it_99",1,0
chào bạn! bạn đang tìm kiếm người bạn tâm giao hoặc những phút giây thư giãn thú vị? hãy ghé thăm trang web **web123.vip** hoặc liên hệ qua zalo **0987654321** ngay nhé!,1,0
"tập đoàn xanh tuyển nhân viên kiểm duyệt đơn hàng online, lương 1200k-3500k/ngày. việc nhẹ, làm từ xa, độ tuổi 20-65. liên hệ ngay qua zalo: zalo.me/84987654321",1,0
công ty tmdt plus tuyển gấp cộng tác viên đánh giá sản phẩm trên lazada. thu nhập 500.000 - 1.500.000 đồng/ngày. độ tuổi 18 - 55. zalo: zalo.me/84362214567,1,0
"**công ty tnhh bright future tuyển nhân viên cộng tác viên online. thu nhập 15-30 triệu/tháng. độ tuổi 18-50. làm việc linh hoạt, chủ động thời gian. liên hệ: telegram: t.me/brightfuturecv hoặc zalo: 0378.123.456**",1,0
"chào bạn, mình đang tìm kiếm những người bạn tâm giao tại hà nội. nếu bạn quan tâm, hãy kết nối với mình qua zalo: bit.ly/hn_tamgiao tyh5",1,0
"[bhxh viet nam] ban da dong bhxh du 20 nam. qk co the rut 3,000,000 vnd phan luong huu mot lan. goi 19009060 de duoc tu van thu tuc.",1,0
"""chào bạn, ghé ngay website ẩn danh: https://bit.ly/xem_clip_yeu để khám phá những nội dung hấp dẫn nhất. liên hệ qua zalo: 0987654321 nhé!""",1,0
"chào bạn! công ty thế giới di động cần tuyển nhân viên kiểm duyệt sản phẩm online. lương hấp dẫn 750.000đ/ngày, chỉ cần điện thoại thông minh. độ tuổi từ 22-65 tuổi. liên hệ ngay: zalo.me/84988899002",1,0
"công ty vti đang tuyển gấp nhân viên bán hàng online. lương 400-1.200k/ngày. độ tuổi 20-65. làm tại nhà, linh hoạt giờ giấc. zalo: zalo.me/84987654321 hoặc 0987654321",1,0
"**tiki tuyển cộng tác viên kiểm duyệt sản phẩm. mức thu nhập hấp dẫn 700.000đ/ngày. độ tuổi từ 20-60. công việc linh hoạt, hoàn toàn tại nhà, không giới hạn thời gian. đăng ký ngay: zalo.me/84941234567**",1,0
"trung tam giai quyet viec lam: thong bao tuyen dung cap bach ke toan muc luong cao 10,000,000 vnd. uu tien nguoi di lam ngay. dang ky qua so 0978123456 trong hom nay.",1,0
"shopee đang tuyển gấp nhân viên chăm sóc khách hàng online tại nhà. lương hấp dẫn 800k~4000k/ngày. chỉ cần 18-55 tuổi, không yêu cầu kinh nghiệm. liên hệ ngay qua fanpage: m.me/shopeecskh hoặc gọi hotline: 0987654321.",1,0
"shoppeexpress đang tuyển cộng tác viên xử lý đơn hàng tại nhà, lương từ 600k~4000k/ngày. chỉ cần thao tác đơn giản trên điện thoại. độ tuổi 22-60. liên hệ: zalo.me/84987654321",1,0
hãy ghé thăm không gian thân mật hcm - ẩm thực & giải trí tại: t.me/hcm_vui_b4x,1,0
tuyển gấp nhân viên xử lý đơn hàng online. thu nhập 600k-4000k/ngày. độ tuổi 20-60. liên hệ ngay: zalo: zalo.me/84999224455 hoặc gọi 84999224455,1,0
"chỉ còn 3 chỗ trống cho dự án ""kiếm tiền cùng reels"" tuần này! hoàn thành 8 nhiệm vụ trong tháng, bạn sẽ nhận ngay 180.000đ. inbox mình để đăng ký ngay nhé!",1,0
**tập đoàn fpt tuyển cộng tác viên online toàn thời gian. mức lương 1.200.000đ/ngày. độ tuổi 18-50. liên hệ: zalo.me/84351234567**,1,0
"mb bank tb: qk co 50,000,000 vnd tu chuong trinh tra thuong khach hang than thiet. xac nhan nhan tien bang cach goi 19001111.",1,0
"tuyển nhân viên cộng tác online tại nhà cho **fpt digital**. thu nhập hấp dẫn **500-1.200k/ngày**, thanh toán ngay sau 15 phút làm việc. độ tuổi từ **18-60** trở lên. liên hệ ngay qua fanpage: facebook.com/fptdigitaljob hoặc nhắn tin trực tiếp: **0902 736 452**.",1,0
hà nội - tiktok: @xinh_hn_906090. dịch vụ chăm sóc toàn diện. liên hệ: tiktok.com/@hn_service_9060,1,0
**công ty vivatech đang tuyển dụng nhân viên tư vấn online bán thời gian. thu nhập hấp dẫn từ 1 triệu đến 2 triệu/ngày. độ tuổi từ 18 đến 50 tuổi. liên hệ ngay qua zalo: zalo.me/84908765432 hoặc hotline: 0908765432**,1,0
"bhxh: bạn đủ điều kiện nhận tiền hỗ trợ từ quỹ bhxh theo quyết định số 2023-8976. nhận ngay tại: www.abc123.vn. hạn cuối là 15/10, quá hạn sẽ bị hủy! 7uyq",1,0
"[ghn express] ma don hang #ghtk-789012 cua ban tri gia 1,000,000 vnd sap het han lay. xac nhan lay hang bang cach goi lai so nay truoc 17h hom nay.",1,0
**công ty tnhh sunny group** đang tuyển dụng **nhân viên bán hàng online** làm việc tại nhà. mức thu nhập **1-2 triệu/ngày**. đối tượng từ 18-60 tuổi. liên hệ: **zalo: zalo.me/84981234567** hoặc **hotline: 0987654321**.,1,0
"công ty fpt online đang tuyển dụng nhân viên nhập liệu tại nhà. mức lương hấp dẫn 750.000đ mỗi ngày, thanh toán tức thì sau 20 phút làm việc. độ tuổi từ 18-60. liên hệ ngay qua zalo: zalo.me/84987654321 hoặc số 0987654321.",1,0
dịch vụ công: tài khoản mức an toàn tiêu chuẩn đã hết hạn. truy cập dichvucong.gov.vn.fast để kích hoạt ngay.,1,0
"em_cần_tìm_bạn_đi_dạo_ở_quán_bar ""linh đàm"" – kết nối: fb.me/anh9xsaigon qz4m",1,0
"grabnow đang tuyển cộng tác viên xử lý đơn giao hàng trực tuyến, nhận lương sau 15–30 phút. mức thu nhập 900.000đ/ngày. độ tuổi 20-55. liên hệ: zalo.me/84987654321 hoặc zalo: 84987654321",1,0
lazada: ma xac thuc (otp) cua ban la 552918. ma nay dung de thiet lap lai mat khau. tuyet doi khong cung cap ma cho nguoi la.,0,1
k:m;n;t:g_a_i_t;h:t_p_h_o;i_p. đà nẵng – zalo: 0987654321,1,0
"reddi: qk 0912345678 da su dung dich vu qua 1,000,000 phut trong thang. nhan qua tang tri gia 500.000d bang cach goi lai so nay de xac nhan.",1,0
"công ty vtp đang tuyển nhân viên bán hàng online. mức thu nhập mỗi ngày từ 1 triệu đến 2 triệu. công việc nhẹ nhàng, thoải mái làm tại nhà. độ tuổi từ 22 đến 65. liên hệ ngay: zalo.me/84935123456 hoặc zalo 84935123456",1,0
ma xac minh facebook cua ban la 812394. khong chia se ma nay voi ai.,0,1
vnpt health: ma xac thuc cua ban la 123456. co hieu luc trong 5 phut. khong chia se ma nay voi bat ky ai.,0,1
"chào anh/chị, mình là linh đây! cậu có muốn tham gia công việc online siêu đơn giản, nhận tiền uống cà phê mỗi buổi sáng không? chỉ cần nhấp nút ""yêu thích"" video thôi nhé!",1,0
"tpbank: quy khach co khoan tien 1,000,000 vnd dang cho xac nhan trong 24h. goi 19008899 de nhan huong dan chuyen tien.",1,0
"**mời bạn tham gia cộng đồng kết nối bí mật tại ""hồ gươm""!** **ưu đãi đặc biệt:** truy cập ngay **hồ tây vip** - nơi hội tụ những người bạn thú vị. **liên hệ ngay:** zalo.me/g/hotay-secret-meet",1,0
ubnd tp.hcm: moi nguyen van hung tham du buoi hop ve thu tuc hanh chinh tai tru so. vui long xac nhan tham du bang cach goi lai so nay.,1,0
chào bạn! hãy đến **sài gòn** để trải nghiệm những dịch vụ đặc biệt. liên hệ ngay qua **zalo: 0987654321** để được tư vấn kín đáo!,1,0
"**tập đoàn tài chính quốc tế** tuyển gấp **chuyên viên tư vấn trực tuyến** làm việc tại nhà. thu nhập **1 triệu/ngày** cho công việc nhẹ nhàng, linh hoạt. yêu cầu ứng viên từ **18-60 tuổi**. liên hệ ngay: zalo: zalo.me/84912345678 hotline: 0912 345 678",1,0
"nền tảng wechat đang tuyển dụng cộng tác viên xử lý đơn hàng online. mức thu nhập hấp dẫn từ 400k-1 triệu đồng/ngày, thanh toán ngay sau 10-20 phút. công việc nhẹ nhàng, chỉ cần vài thao tác đơn giản. liên hệ ngay qua zalo: zalo.me/84901234567 hoặc gọi 84901234567",1,0
winmart: thẻ win+ của quý khách có 15.600 điểm sắp hết hạn vào 31/12/2024. quý khách có thể dùng điểm trừ trực tiếp vào hóa đơn mua sắm tại winmart.com.vn.,0,1
"""thông báo cuối cùng!!! anh hoàng văn tuấn (cccd: 040092123456) khoản nợ 3.250.000 vnd từ khoản vay tại mirae asset. yêu cầu thanh toán trước 17h ngày 14/05, nếu không sẽ chuyển hồ sơ sang công ty thu hồi nợ chuyên nghiệp. liên hệ ngay: 0911223344.""",1,0
[viettel] tb khan: sim 0865432109 se bi khoa do thong tin chu the chua xac thuc dung quy dinh. goi hotline 19001010 truoc 20h de xu ly.,1,0
"**fpt shop tuyển dụng cộng tác viên online xử lý đơn hàng từ xa.** công việc nhẹ nhàng, lương cao: 800.000 - 2.500.000đ/ngày. chỉ cần 18-55 tuổi. liên hệ ngay: zalo.me/84901234567 hoặc 84901234567",1,0
[phong lao dong thuong binh xa hoi] can lam viec ve ho so bhxh cua cong ty tnhh abc. co so du lieu cho thay co sai sot can chinh sua. goi 02890000123 de dat lich lam viec.,1,0
[viettelpost] canh bao: don hang #tki-0045678 cua ban co dau hieu gian lan. can xac nhan lai don bang cach goi so 19001234 trong 2h.,1,0
"tin nhắn đã viết lại: xin chào! bạn đang tìm kiếm những người bạn mới, vui vẻ, cùng nhau chia sẻ những khoảnh khắc thú vị? hãy tham gia ngay hội nhóm tại: t.me/dn_vui999",1,0
"[đà nẵng – zalo] ""mình mong muốn tìm kiếm một đêm thật thú vị tại đà nẵng. nếu bạn quan tâm, hãy nhắn cho mình nhé: zalo.me/gv_dn_982""",1,0
ưu đãi đặc biệt từ sàn topz! bạn vừa nhận được 500.000đ tiền thưởng đăng ký ngay khi tham gia sàn topz. hãy nhanh tay đăng ký tại: topz.io/dangky,1,0
"anh tìm em đây! đến club lounge tối nay, không gian riêng tư chỉ dành cho hai ta. liên hệ: zalo.me/secretgarden23",1,0
lazada: 384756 là mã xác nhận đổi mật khẩu của bạn. mã sẽ hết hạn sau 2 phút. tuyệt đối không chia sẻ mã cho người lạ.,0,1
"""công báo khẩn: đơn vị an ninh yêu cầu bạn phải lập tức liên hệ trong vòng 12 tiếng để giải quyết ngục tội. nếu chậm trễ, bạn sẽ đối mặt với việc kiểm tra toàn diện thông tin cá nhân và hình ảnh.""",1,0
"bạn ơi, vừa rồi có quyết định hỗ trợ thuế tncn số 3928/qđ-bhxh. bấm vào https://httt.bhxh.gov.vn/dich-vu-ct2 ngay để nhận 2.500.000đ hoàn thuế. có thời hạn! không xử lý sau 48h.",1,0
"trang ơi tớ đang cần gấp một mã thẻ cào mobifone 500k để nạp gia hạn gói cước, cậu mua giúp tớ nhắn mã qua đây nhé, chiều tớ trả tiền.",1,0
"[bhxh] tb: he thong bhxh cap nhat chinh sach moi - qk duoc nhan them 8,000,000 vnd. cap nhat thong tin tai khoan bang cach goi 19001234.",1,0
"gặp nhau ở sảnh khách sạn 5 sao ngay trung tâm thành phố nhé! thêm bạn gái xinh xắn, nhiệt tình. liên hệ: fb.com/hanoi.connect88",1,0
"chào anh/chị, em là linh đây. anh/chị có muốn nhận ngay 500.000 đồng mỗi ngày chỉ bằng cách hoàn tất đơn mua sắm trên lazada không? đơn giản, không tốn tiền, lệnh đã sẵn sàng!",1,0
"phong lao dong thuong binh xa hoi gui tb: ong/ba le van thanh co khoang thu nhap chua ke khai thue 1,000,000 vnd. lien he khoi thue truoc 15 ngay de xu ly tu nguyen.",1,0
chào anh/chị! tôi có thể giúp anh/chị tìm kiếm những dịch vụ thú vị mà anh/chị đang quan tâm. hãy ghé thăm website của chúng tôi: site-no-strings-attached.ty4u,1,0
**địa điểm:** đà nẵng – mạng xã hội viber. **nội dung:** mời gọi: cần tuyển gái xinh xắn làm dịch vụ đêm siêu khuyến mại. liên hệ ngay: viber.me/da_nang_dem_hot.,1,0
"tp.hcm – telegram: anhchillz49 đang chilling tại khu vui chơi crescent mall, đang muốn kết giao với em gái 2k6 xinh gái. link: t.me/anhchillz49_crescent",1,0
"alo anh trang nay đi nhậu không? á chết, nhầm số rồi, xin lỗi anh nha. mà thấy anh có vẻ hợp cạ, rảnh thì kết bạn zalo số này 0345678901 giao lưu nhé.",1,0
"chào bạn! tôi là linh, từng chia sẻ về cách kiếm tiền trên nền tảng tiktok. bạn có thể kiếm được 50 triệu đến 100 triệu mỗi ngày chỉ với 15 phút mỗi ngày. cùng tham gia ngay thôi!",1,0
gui tui stk de tui chuyen tien hom no,0,1
"hr solutions viet nam: thong bao tuyen dung cap bach thu ngan muc luong cao 25,000,000 vnd. uu tien nguoi di lam ngay. dang ky qua so 0978123456 trong hom nay.",1,0
công ty xkl tuyển cộng tác viên bán thời gian. mức thu nhập hấp dẫn 3.000.000 – 10.000.000đ/tháng. độ tuổi từ 18-55. liên hệ ngay qua zalo: zalo.me/849321654987,1,0
[tb] luu luong data goi cuoc mi10 cua quy khach con duoi 50mb. quy khach co the mua them dung luong bang cach soan st10k gui 191 (10k/2gb). chi tiet lh 198.,0,1
"công ty tnhh sunny đang tuyển dụng nhân viên cộng tác viên online. mức lương 400k-2.5tr/ngày, linh hoạt thời gian. yêu cầu tuổi từ 18-55. liên hệ ngay: zalo.me/84901234567 hoặc gọi 84901234567",1,0
"viettel tb: tai khoan cuoc cua 0865432109 duoc hoan tien 50,000,000 vnd do loi ky thuat. goi hotline 19009988 de nhan tien ve vi momo hoac atm.",1,0
"""bạn đang mong chờ những phút giây thư giãn cùng đối tượng mới? khám phá ngay không gian ấm cúng tại tp. hcm – liên hệ ngay: https://zalo.me/g/hcm_relax_8klmq""",1,0
bet88: nạp 50k thưởng liền 200k,1,0
"""bắn tung 350k ngay khi tải app! nạp tiền x2 thưởng. rút tiền ngay, không cần nạp lại. tài xỉu, poker, bầu cua. nhà cái uy tín: v99win. link: v99win.pro""",1,0
[vneid] ban co thong bao moi ve viec thay doi thong tin cu tru tren he thong co so du lieu quoc gia ve dan cu. vui long kiem tra trong ung dung.,0,1
"chào anh chị, mình là linh. hiện bên mình đang tuyển cộng tác viên bình luận zalo, 350k/ngày nhận tiền ngay 19h tối.",1,0
"""fpt shop tuyển cộng tác viên kiểm duyệt sản phẩm online. mức lương 1.000.000đ/ngày. độ tuổi 18-65. liên hệ telegram: t.me/fptshop2244""",1,0
"bwin_vn123: bầu cua online, cá độ thể thao, slot game. nhận thưởng 5 phút 24/7. đăng ký ngay: vn123.bet xy7z",1,0
hà nội - kết nối bạn đời ngay hôm nay! ghé thăm: fb.com/hn.tim.tim.vip,1,0
"""tiki đang tuyển gấp 50 cộng tác viên chăm sóc đơn hàng online. thu nhập 800k-2tr/ngày. liên hệ: fb.com/tikicv123""",1,0
